FID,the_geom,ID,ID1,COD_TS,SIMT,COMUNA,EJE,DESDE_CRUC,HACIA_CRUC,NOMBRE_PAR,X,Y,N_ET,N_ZP,ZP_HORARIO,FREPMA,FREPTA,NSERVICIOS,SERVICIOS,MULTIPLE_F
paradas_frecuentes.80,POINT (341723.8009742357 6277032.412027555),2527,2527,L-30-51-100-NS,PG702,SAN BERNARDO,AVENIDA PORTALES,ACCESO MALL,GARCÖA DE LA HUERTA,Avenida Portales esq. / Garc¡a de La Huerta,341723.801,6277032.412,,,,18,16.67,3,211I;G02I;G07I,L-30-51-100-NS|PG702|211I;G02I;G07I
paradas_frecuentes.81,POINT (341737.6779574712 6277034.85944047),2537,2537,L-30-51-105-SN,PG727,SAN BERNARDO,AVENIDA PORTALES,G. DE LA HUERTA,MALL PLAZA SUR,Avenida Portales esq. / Mall Plaza Sur,341737.678,6277034.8594,,,,18,16.67,3,211R;G02R;G07R,L-30-51-105-SN|PG727|211R;G02R;G07R
paradas_frecuentes.763,POINT (349307.5195657526 6277878.180678831),9111,9111,L-34-67-15-NS,PF737,PUENTE ALTO,QUITALMAHUE,ANAY,CHILO,Quitalmahue esq. / Chilo,349307.5196,6277878.1807,,,,6,14,1,F18R,L-34-67-15-NS|PF737|F18R
paradas_frecuentes.82,POINT (341792.1746085206 6277201.585051781),2526,2526,L-30-51-95-NS,PG1745,SAN BERNARDO,AVENIDA PORTALES,FRIDA KHALO,MALL PLAZA SUR,Mall Plaza Sur,341792.1746,6277201.5851,,,,25.5,23.67,4,211I;G02I;G07I;G08vR,L-30-51-95-NS|PG1745|211I;G02I;G07I;G08vR
paradas_frecuentes.83,POINT (341739.4896887473 6277346.7985130865),9538,9538,L-30-83-5-PO,PG1790,SAN BERNARDO,MALL PLAZA SUR,ACCESO MALL PLAZA SUR,AVENIDA PORTALES,Mall Plaza Sur esq. / Avenida Portales,341739.46,6277346.79,,,,9,7,1,G08vI,L-30-83-5-PO|PG1790|G08vI
paradas_frecuentes.84,POINT (341866.918141569 6277310.965276917),2538,2538,L-30-51-95-SN,PG728,SAN BERNARDO,AVENIDA PORTALES,ACCESO MALL PLAZA SUR,EMPRESA MOLYMET,Avenida Portales esq. / Empresa Molymet,341866.9181,6277310.9653,,,,27,23.67,4,211R;G02R;G07R;G08vI,L-30-51-95-SN|PG728|211R;G02R;G07R;G08vI
paradas_frecuentes.85,POINT (341866.20706420497 6277331.584796487),2525,2525,L-30-51-90-NS,PG701,SAN BERNARDO,AVENIDA PORTALES,FRIDA KHALO,EMPRESA MOLYMET,Avenida Portales esq. / Empresa Molymet,341866.2154,6277331.5817,,,,25.5,23.67,4,211I;G02I;G07I;G08vR,L-30-51-90-NS|PG701|211I;G02I;G07I;G08vR
paradas_frecuentes.86,POINT (341998.21909386024 6277676.504741734),2524,2524,L-30-51-85-NS,PG1763,SAN BERNARDO,AVENIDA PORTALES,EL SALITRE,FRIDA KHALO,Avenida Portales esq. / Frida Khalo,341998.2191,6277676.5047,,,,25.5,23.67,4,211I;G02I;G07I;G08vR,L-30-51-85-NS|PG1763|211I;G02I;G07I;G08vR
paradas_frecuentes.87,POINT (342006.3607301648 6277672.31293474),2539,2539,L-30-51-85-SN,PG729,SAN BERNARDO,AVENIDA PORTALES,FRIDA KHALO,LEONARDO DA VINCI,Avenida Portales esq. / Leonardo Da Vinci,342006.3607,6277672.3129,,,,27,23.67,4,211R;G02R;G07R;G08vI,L-30-51-85-SN|PG729|211R;G02R;G07R;G08vI
paradas_frecuentes.88,POINT (342096.760353349 6277947.109300086),2540,2540,L-30-51-80-SN,PG1764,SAN BERNARDO,AVENIDA PORTALES,EL SALITRE,PAULO FREIRE,Avenida Portales esq. / Paulo Freire,342096.7604,6277947.1093,,,,27,23.67,4,211R;G02R;G07R;G08vI,L-30-51-80-SN|PG1764|211R;G02R;G07R;G08vI
paradas_frecuentes.89,POINT (342090.63169172057 6277958.655071714),2523,2523,L-30-51-80-NS,PG700,SAN BERNARDO,AVENIDA PORTALES,PAULO FREIRE,EL SALITRE,Avenida Portales esq. / El Salitre,342090.6317,6277958.6551,,,,25.5,23.67,4,211I;G02I;G07I;G08vR,L-30-51-80-NS|PG700|211I;G02I;G07I;G08vR
paradas_frecuentes.90,POINT (342157.63693545375 6278166.735066764),2522,2522,L-30-51-70-NS,PG699,SAN BERNARDO,AVENIDA PORTALES,LAS PALMAS DE COCALAN,PAULO FREIRE,Avenida Portales esq. / Paulo Freire,342157.6479,6278166.6973,,,,18,16.67,3,211I;G02I;G07I,L-30-51-70-NS|PG699|211I;G02I;G07I
paradas_frecuentes.91,POINT (342168.7886369569 6278177.012267463),2541,2541,L-30-51-75-SN,PG730,SAN BERNARDO,AVENIDA PORTALES,PAULO FREIRE,ALERCE ANDINO,Avenida Portales esq. / Alerce Andino,342168.7684,6278177.001,,,,18,16.67,3,211R;G02R;G07R,L-30-51-75-SN|PG730|211R;G02R;G07R
paradas_frecuentes.92,POINT (342235.8789200388 6278205.180207407),9539,9539,L-30-52-15-SN,PG1450,SAN BERNARDO,PORTALES ORIENTE,CRUCE LÖNEA FRREA,CALLE 1,Portales Oriente esq. / Calle 1,342235.8789,6278205.1802,,,,9,7,1,G08vI,L-30-52-15-SN|PG1450|G08vI
paradas_frecuentes.93,POINT (342246.1214024115 6278259.477706326),9563,9563,L-30-52-5-NS,PB1534,SAN BERNARDO,PORTALES ORIENTE,RINCONADA DE NOS,CALLE 1,Portales Oriente esq. / Calle 1,342246.1214,6278259.4777,,,,7.5,7,1,G08vR,L-30-52-5-NS|PB1534|G08vR
paradas_frecuentes.94,POINT (342250.85612398747 6278411.738127784),2542,2542,L-30-51-65-SN,PG731,SAN BERNARDO,AVENIDA PORTALES,V. PREZ ROSALES,GENERAL URRUTIA,Avenida Portales esq. / General Urrutia,342250.8671,6278411.7279,,,,18,16.67,3,211R;G02R;G07R,L-30-51-65-SN|PG731|211R;G02R;G07R
paradas_frecuentes.95,POINT (342246.4916512108 6278428.859011129),2521,2521,L-30-51-60-NS,PG698,SAN BERNARDO,AVENIDA PORTALES,GRAL URRUTIA,VICENTE PREZ ROSALES,Avenida Portales esq. / V. Prez Rosales,342246.4917,6278428.859,,,,18,16.67,3,211I;G02I;G07I,L-30-51-60-NS|PG698|211I;G02I;G07I
paradas_frecuentes.96,POINT (342329.42841019295 6278368.1068584435),9540,9540,L-30-80-5-PO,PG1456,SAN BERNARDO,RINCONADA DE NOS,PORTALES ORIENTE,PASAJE 4,Rinconada de Nos esq. / Pasaje 4,342329.4284,6278368.1069,,,,9,7,1,G08vI,L-30-80-5-PO|PG1456|G08vI
paradas_frecuentes.97,POINT (342318.96313647507 6278383.796474861),9562,9562,L-30-80-15-OP,PG1453,SAN BERNARDO,RINCONADA DE NOS,PASAJE 4,PORTALES -ORIENTE,Rinconada de Nos esq. / Portales -Oriente,342318.9631,6278383.7965,,,,7.5,7,1,G08vR,L-30-80-15-OP|PG1453|G08vR
paradas_frecuentes.98,POINT (342560.32391976565 6278287.598926065),9561,9561,L-30-80-10-OP,PG1452,SAN BERNARDO,RINCONADA DE NOS,PEDRO VIDELA,ISAÖAS VALENZUELA,Hogar de Cristo > Nos,342560.3239,6278287.5989,,,,7.5,7,1,G08vR,L-30-80-10-OP|PG1452|G08vR
paradas_frecuentes.99,POINT (342573.2916522188 6278266.404126855),9541,9541,L-30-80-10-PO,PG1455,SAN BERNARDO,RINCONADA DE NOS,ISAÖAS VALENZUELA,PEDRO VIDELA,Hogar de Cristo > Nos,342573.29,6278266.4,,,,9,7,1,G08vI,L-30-80-10-PO|PG1455|G08vI
paradas_frecuentes.100,POINT (342637.9055434149 6276420.864931619),9300,9300,L-30-13-10-PO,PG704,SAN BERNARDO,CAMINO LOS MORROS,STA FILOMENA,LAS PARCELAS,Camino Los Morros esq. / Las Parcelas,342637.9055,6276420.8649,,,,5,4.67,1,G02I,L-30-13-10-PO|PG704|G02I
paradas_frecuentes.101,POINT (342670.9284421495 6276432.498838846),9323,9323,L-30-13-15-OP,PG725,SAN BERNARDO,CAMINO LOS MORROS,SAN LEON GRANDE,LOS SUSPIROS,Camino Los Morros esq. / Los Suspiros,342670.9284,6276432.4988,,,,5,4.67,1,G02R,L-30-13-15-OP|PG725|G02R
paradas_frecuentes.102,POINT (343128.49460638786 6276483.808755275),9301,9301,L-30-13-20-PO,PG705,SAN BERNARDO,CAMINO LOS MORROS,AVENIDA  LAS PARCELAS,SAN LEàN GRANDE,Camino Los Morros esq. / San Le¢n Grande,343128.4946,6276483.8088,,,,5,4.67,1,G02I,L-30-13-20-PO|PG705|G02I
paradas_frecuentes.103,POINT (343158.6193565541 6276496.835488765),9322,9322,L-30-13-25-OP,PG724,SAN BERNARDO,CAMINO LOS MORROS,-,SAN LEàN GRANDE,Camino Los Morros esq. / San Le¢n Grande,343158.6194,6276496.8355,,,,5,4.67,1,G02R,L-30-13-25-OP|PG724|G02R
paradas_frecuentes.104,POINT (343438.6304811753 6276524.48261491),9302,9302,L-30-13-30-PO,PG706,SAN BERNARDO,CAMINO LOS MORROS,SAN LEON GRANDE,FUNDO LA MARINA,Camino Los Morros esq. / Fundo La Marina,343438.6305,6276524.4826,,,,5,4.67,1,G02I,L-30-13-30-PO|PG706|G02I
paradas_frecuentes.105,POINT (343485.4220937522 6276539.555109947),9321,9321,L-30-13-35-OP,PG723,SAN BERNARDO,CAMINO LOS MORROS,PARRONALES DE NOS,FUNDO LA MARINA,Camino Los Morros esq. / Fundo La Marina,343485.4221,6276539.5551,,,,5,4.67,1,G02R,L-30-13-35-OP|PG723|G02R
paradas_frecuentes.106,POINT (343640.1620711414 6276551.618590428),9303,9303,L-30-13-40-PO,PG707,SAN BERNARDO,CAMINO LOS MORROS,-,PARRONALES DE NOS,Camino Los Morros esq. / Parronales de Nos,343640.1621,6276551.6186,,,,5,4.67,1,G02I,L-30-13-40-PO|PG707|G02I
paradas_frecuentes.107,POINT (343681.96174438973 6276565.610428698),9320,9320,L-30-13-50-OP,PG722,SAN BERNARDO,CAMINO LOS MORROS,ENSENADA,PARRONALES DE NOS,Camino Los Morros esq. / Parronales de Nos,343681.9617,6276565.6104,,,,5,4.67,1,G02R,L-30-13-50-OP|PG722|G02R
paradas_frecuentes.108,POINT (344105.45528447255 6276578.937839495),9304,9304,L-30-13-55-PO,PG708,SAN BERNARDO,CAMINO LOS MORROS,PARRONALES DE NOS,ENSENADA,Camino Los Morros esq. / Ensenada,344105.4553,6276578.9378,,,,5,4.67,1,G02I,L-30-13-55-PO|PG708|G02I
paradas_frecuentes.109,POINT (342809.4701916397 6278185.977114673),9560,9560,L-30-80-5-OP,PG1454,SAN BERNARDO,RINCONADA DE NOS,LOS SUSPIROS,RAFAEL DE LA PRESA CASANUEVA,Rinconada de Nos esq. / Rafael de La Presa,342809.4702,6278185.9771,,,,7.5,7,1,G08vR,L-30-80-5-OP|PG1454|G08vR
paradas_frecuentes.110,POINT (342833.5637875813 6278159.640112204),9542,9542,L-30-80-15-PO,PB1539,SAN BERNARDO,RINCONADA DE NOS,RAFAEL DE LA PRESA,LOS SUSPIROS,Rinconada de Nos esq. / Los Suspiros,342833.56,6278159.64,,,,9,7,1,G08vI,L-30-80-15-PO|PB1539|G08vI
paradas_frecuentes.111,POINT (343029.82142395544 6278233.28700878),9559,9559,L-30-38-20-NS,PG1582,SAN BERNARDO,LOS SUSPIROS,LAS µGUILAS,RINCONADA DE NOS,Los Suspiros esq. / Rinconada de Nos,343029.8214,6278233.287,,,,7.5,7,1,G08vR,L-30-38-20-NS|PG1582|G08vR
paradas_frecuentes.112,POINT (343066.153767468 6278269.930252714),9543,9543,L-30-38-20-SN,PG1443,SAN BERNARDO,LOS SUSPIROS,RINCONADA DE NOS,LAS µGUILAS,Los Suspiros esq. / Las µguilas,343066.1538,6278269.9303,,,,9,7,1,G08vI,L-30-38-20-SN|PG1443|G08vI
paradas_frecuentes.113,POINT (343117.6044506955 6278414.856337998),9558,9558,L-30-38-15-NS,PG1440,SAN BERNARDO,LOS SUSPIROS,AVENIDA CENTRAL,LOS VI¥EDOS,Los Suspiros esq. / Los Vi¤edos,343117.6171,6278414.8011,,,,7.5,7,1,G08vR,L-30-38-15-NS|PG1440|G08vR
paradas_frecuentes.114,POINT (343142.51343133487 6278435.118182613),9544,9544,L-30-38-15-SN,PG1442,SAN BERNARDO,LOS SUSPIROS,RINCONADA DE NOS,LOS VI¥EDOS,Los Suspiros esq. / Los Vi¤edos,343142.5134,6278435.1182,,,,9,7,1,G08vI,L-30-38-15-SN|PG1442|G08vI
paradas_frecuentes.115,POINT (343171.42429877754 6278693.146145479),9494,9494,L-30-14-20-PO,PG926,SAN BERNARDO,CENTRAL,LOS ALERCES,LOS SUSPIROS,Central esq. / Los Suspiros,343171.4243,6278693.1461,,,,11,8.33,1,G08I,L-30-14-20-PO|PG926|G08I
paradas_frecuentes.116,POINT (343197.2111248527 6278659.737053876),9545,9545,L-30-38-10-SN,PG1441,SAN BERNARDO,LOS SUSPIROS,AVENIDA PORTALES ORIENTE,AVENIDA CENTRAL,Los Suspiros esq. / Avenida Central,343197.2111,6278659.7371,,,,9,7,1,G08vI,L-30-38-10-SN|PG1441|G08vI
paradas_frecuentes.117,POINT (344060.38005060283 6278524.394415274),9762,9762,L-30-36-65-SN,PG1214,SAN BERNARDO,CAMINO PADRE HURTADO,-,LOS CANELOS,Cementerio @ Pque. Sacramental,344060.3801,6278524.3944,,,,5,5,1,G14R,L-30-36-65-SN|PG1214|G14R
paradas_frecuentes.118,POINT (344042.5695907732 6278558.268048573),9752,9752,L-30-36-60-NS,PG1210,SAN BERNARDO,CAMINO PADRE HURTADO,ALMRTE RIVEROS,LOS CANELOS,Cementerio @ Pque. Sacramental,344042.54073,6278558.27568,,,,5,5,1,G14I,L-30-36-60-NS|PG1210|G14I
paradas_frecuentes.119,POINT (344145.7375026387 6276583.585718708),9319,9319,L-30-13-60-OP,PG721,SAN BERNARDO,CAMINO LOS MORROS,LOS REALES,ENSENADA,Camino Los Morros esq. / Ensenada,344145.7375,6276583.5857,,,,5,4.67,1,G02R,L-30-13-60-OP|PG721|G02R
paradas_frecuentes.120,POINT (344416.49069710344 6276553.042818753),9305,9305,L-30-13-65-PO,PG709,SAN BERNARDO,CAMINO LOS MORROS,LOS REALES,PADRE HURTADO,Camino Los Morros esq. / Padre Hurtado,344416.4605,6276553.0067,,,,5,4.67,1,G02I,L-30-13-65-PO|PG709|G02I
paradas_frecuentes.121,POINT (344412.7474412087 6276560.746430535),9318,9318,L-30-13-70-OP,PG720,SAN BERNARDO,CAMINO LOS MORROS,CAM. PADRE HURTADO,LOS REALES,Camino Los Morros esq. / Los Reales,344412.7474,6276560.7464,,,,5,4.67,1,G02R,L-30-13-70-OP|PG720|G02R
paradas_frecuentes.122,POINT (344698.5154629887 6276874.731911459),9758,9758,L-30-36-82-SN,PG1755,SAN BERNARDO,CAMINO PADRE HURTADO,CAMINO LOS MORROS,ALTURA DEL 18400,Camino Padre Hurtado esq. / Altura del 18400,344698.5169,6276874.7244,,,,5,5,1,G14R,L-30-36-82-SN|PG1755|G14R
paradas_frecuentes.123,POINT (344681.955391215 6276888.994121049),9756,9756,L-30-36-79-NS,PG1754,SAN BERNARDO,CAMINO PADRE HURTADO,LOS CàNDORES,ALTURA DEL 18400,Camino Padre Hurtado esq. / Altura del 18400,344681.9554,6276888.9941,,,,5,5,1,G14I,L-30-36-79-NS|PG1754|G14I
paradas_frecuentes.124,POINT (344818.43331895303 6276630.987594775),9306,9306,L-30-13-75-PO,PG710,SAN BERNARDO,CAMINO LOS MORROS,LOS REALES,PADRE HURTADO,Camino Los Morros esq. / Padre Hurtado,344818.4333,6276630.9876,,,,5,4.67,1,G02I,L-30-13-75-PO|PG710|G02I
paradas_frecuentes.125,POINT (344873.1492029296 6276620.891895749),9317,9317,L-30-36-85-SN,PG719,SAN BERNARDO,CAMINO PADRE HURTADO,SAN ADOLFO,CAMINO LOS MORROS,Camino Padre Hurtado esq. / Camino Los Morros,344873.1492,6276620.8919,,,,10,9.67,2,G02R;G14R,L-30-36-85-SN|PG719|G02R;G14R
paradas_frecuentes.126,POINT (344805.0928709009 6276687.118540661),9757,9757,L-30-36-80-NS,PG1212,SAN BERNARDO,CAMINO PADRE HURTADO,LOS CàNDORES,CAMINO LOS MORROS,Camino Padre Hurtado esq. / Camino Los Morros,344805.118,6276687.117,,,,5,5,1,G14I,L-30-36-80-NS|PG1212|G14I
paradas_frecuentes.127,POINT (345382.4350113205 6276002.981011204),9314,9314,L-30-36-105-SN,PG717,SAN BERNARDO,CAMINO PADRE HURTADO,EL CERRILLO,SAN LEàN GRANDE,Camino Padre Hurtado esq. / San Le¢n Grande,345382.435,6276002.981,,,,10,9.67,2,G02R;G14R,L-30-36-105-SN|PG717|G02R;G14R
paradas_frecuentes.128,POINT (345466.81095841445 6275890.649717398),9310,9310,L-30-36-110-NS,PG713,SAN BERNARDO,CAMINO PADRE HURTADO,EL CERRILLO,LAS MESETAS,Camino Padre Hurtado esq. / Las Mesetas,345466.811,6275890.6497,,,,10,9.67,2,G02I;G14I,L-30-36-110-NS|PG713|G02I;G14I
paradas_frecuentes.129,POINT (345505.49179596815 6275862.10151737),9313,9313,L-30-36-115-SN,PG716,SAN BERNARDO,CAMINO PADRE HURTADO,LAS MESETA,LAS MESETAS,Camino Padre Hurtado esq. / Las Mesetas,345505.4918,6275862.1015,,,,10,9.67,2,G02R;G14R,L-30-36-115-SN|PG716|G02R;G14R
paradas_frecuentes.130,POINT (344999.28237366304 6276451.33999337),9307,9307,L-30-36-85-NS,PG1630,SAN BERNARDO,CAMINO PADRE HURTADO,CAMINO LOS MORROS,ALTURA DEL 19900,Camino Padre Hurtado esq. / Altura del 19900,344999.264,6276451.3,,,,5,4.67,1,G02I,L-30-36-85-NS|PG1630|G02I
paradas_frecuentes.131,POINT (345053.95382857486 6276397.984253068),9316,9316,L-30-36-87-SN,PG1614,SAN BERNARDO,CAMINO PADRE HURTADO,SAN ADOLFO,ALTURA DEL 19900,Camino Padre Hurtado esq. / Altura del 19900,345053.9682,6276397.9713,,,,10,9.67,2,G02R;G14R,L-30-36-87-SN|PG1614|G02R;G14R
paradas_frecuentes.132,POINT (345191.6945923993 6276221.629773393),9308,9308,L-30-36-90-NS,PG711,SAN BERNARDO,CAMINO PADRE HURTADO,CAMINO LOS MORROS,SAN ADOLFO,Camino Padre Hurtado esq. / San Adolfo,345191.6946,6276221.6298,,,,10,9.67,2,G02I;G14I,L-30-36-90-NS|PG711|G02I;G14I
paradas_frecuentes.133,POINT (345206.93426984 6276214.33333811),9315,9315,L-30-36-95-SN,PG718,SAN BERNARDO,CAMINO PADRE HURTADO,SAN LEON GRANDE,SAN ADOLFO,Camino Padre Hurtado esq. / San Adolfo,345206.9343,6276214.3333,,,,10,9.67,2,G02R;G14R,L-30-36-95-SN|PG718|G02R;G14R
paradas_frecuentes.134,POINT (345361.2329745324 6276017.613092283),9309,9309,L-30-36-100-NS,PG712,SAN BERNARDO,CAMINO PADRE HURTADO,SAN ADOLFO,SAN LEàN GRANDE,Camino Padre Hurtado esq. / San Le¢n Grande,345361.233,6276017.6131,,,,10,9.67,2,G02I;G14I,L-30-36-100-NS|PG712|G02I;G14I
paradas_frecuentes.135,POINT (344314.34170416824 6277719.2530262275),9754,9754,L-30-36-76-NS,PG1604,SAN BERNARDO,CAMINO PADRE HURTADO,LOS CANELOS,ALICAHUE,Camino Padre Hurtado esq. / Alicahue,344314.3417,6277719.253,,,,5,5,1,G14I,L-30-36-76-NS|PG1604|G14I
paradas_frecuentes.136,POINT (344317.8596664927 6277731.178459719),9760,9760,L-30-36-77-SN,PG1600,SAN BERNARDO,CAMINO PADRE HURTADO,QUIMAHUE,ALICAHUE,Camino Padre Hurtado esq. / Alicahue,344317.8597,6277731.1785,,,,5,5,1,G14R,L-30-36-77-SN|PG1600|G14R
paradas_frecuentes.137,POINT (344612.4107696137 6277041.157684596),9755,9755,L-30-36-78-NS,PG1603,SAN BERNARDO,CAMINO PADRE HURTADO,QUIMAHUE,AVENIDA LOS CàNDORES,Camino Padre Hurtado esq. / Av. Los C¢ndores,344612.4008,6277041.1466,,,,5,5,1,G14I,L-30-36-78-NS|PG1603|G14I
paradas_frecuentes.138,POINT (344611.1638775844 6277072.305726459),9759,9759,L-30-36-79-SN,PG1601,SAN BERNARDO,CAMINO PADRE HURTADO,CAMINO LOS MORROS,AVENIDA LOS CàNDORES,Camino Padre Hurtado esq. / Av. Los C¢ndores,344611.1639,6277072.3057,,,,5,5,1,G14R,L-30-36-79-SN|PG1601|G14R
paradas_frecuentes.139,POINT (344197.10018173046 6277996.643984828),9753,9753,L-30-36-75-NS,PG1211,SAN BERNARDO,CAMINO PADRE HURTADO,LOS CANELOS,LAS PIRCAS,Camino Padre Hurtado esq. / Las Pircas,344197.1002,6277996.644,,,,5,5,1,G14I,L-30-36-75-NS|PG1211|G14I
paradas_frecuentes.140,POINT (344203.82258198154 6278005.515760329),9761,9761,L-30-36-70-SN,PG1213,SAN BERNARDO,CAMINO PADRE HURTADO,LAS PIRCAS,LOS CANELOS,Camino Padre Hurtado esq. / Los Canelos,344203.8226,6278005.5158,,,,5,5,1,G14R,L-30-36-70-SN|PG1213|G14R
paradas_frecuentes.141,POINT (345757.3716923365 6275544.160681866),9311,9311,L-30-36-125-NS,PG714,SAN BERNARDO,CAMINO PADRE HURTADO,LAS DUNAS,CAMPOS DE HIELO,Camino Padre Hurtado esq. / Campos De Hielo,345757.3717,6275544.1607,,,,10,9.67,2,G02I;G14I,L-30-36-125-NS|PG714|G02I;G14I
paradas_frecuentes.142,POINT (345756.44768517313 6275566.995041266),9312,9312,L-30-36-120-SN,PG715,SAN BERNARDO,CAMINO PADRE HURTADO,-,CAMPOS DE HIELO,Camino Padre Hurtado esq. / Campos De Hielo,345756.4477,6275566.995,,,,10,9.67,2,G02R;G14R,L-30-36-120-SN|PG715|G02R;G14R
paradas_frecuentes.143,POINT (341210.06986926123 6279454.308360262),9852,9852,L-30-82-10-SN,PG1788,SAN BERNARDO,NUEVA ESPEJINO,GENERAL URRUTIA,POZO ALMONTE,Nueva Espejino esq. / Pozo Almonte,341210.1,6279454.27,,,,12.5,15.67,1,G22I,L-30-82-10-SN|PG1788|G22I
paradas_frecuentes.144,POINT (341195.2317653548 6279470.479153467),9893,9893,L-30-82-10-NS,PG1787,SAN BERNARDO,NUEVA ESPEJINO,LOS OLIVOS,POZO ALMONTE,Nueva Espejino esq. / Pozo Almonte,341195.21,6279470.48,,,,11.5,15.67,1,G22R,L-30-82-10-NS|PG1787|G22R
paradas_frecuentes.145,POINT (341409.49152881396 6279416.12093315),9537,9537,L-30-54-5-NS,PG812,SAN BERNARDO,RAéL BRA¥EZ,CALAMA,POZO ALMONTE,Ra£l Bra¤ez esq. / Pozo Almonte,341409.52723,6279416.07468,,,,8.5,8.33,1,G08R,L-30-54-5-NS|PG812|G08R
paradas_frecuentes.146,POINT (341463.3646016481 6279233.548259543),9490,9490,L-30-29-5-PO,PG922,SAN BERNARDO,GENERAL URRUTIA,LA TIRANA,COLBéN,General Urrutia esq. / Colb£n,341463.3646,6279233.5483,,,,11,8.33,1,G08I,L-30-29-5-PO|PG922|G08I
paradas_frecuentes.147,POINT (341570.2462882539 6279555.76235543),9536,9536,L-30-41-5-OP,PG811,SAN BERNARDO,MATEO DE TORO Y ZAMBRANO,COLBUN,RETIRO,Mateo de Toro y Z. esq. / Retiro,341570.2463,6279555.7624,,,,8.5,8.33,1,G08R,L-30-41-5-OP|PG811|G08R
paradas_frecuentes.148,POINT (341732.6023376228 6279502.869480669),2516,2516,L-30-7-36-NS,PG905,SAN BERNARDO,BARROS ARANA,RUISENOR,MATEO DE TORO Y ZAMBRANO,Barros Arana esq. / M.Toro y Zambrano,341732.60563,6279502.9129,,,,13,12,2,211I;G07I,L-30-7-36-NS|PG905|211I;G07I
paradas_frecuentes.149,POINT (341742.50249794417 6279482.179679969),2547,2547,L-30-41-15-OP,PG810,SAN BERNARDO,MATEO DE TORO Y ZAMBRANO,NVA BARROS ARANA,BARROS ARANAS,Mateo de Toro y Z. esq. / Barros Aranas,341742.49713,6279482.13068,,,,21.5,20.33,3,211R;G07R;G08R,L-30-41-15-OP|PG810|211R;G07R;G08R
paradas_frecuentes.150,POINT (341168.596850082 6279621.888919715),9853,9853,L-30-82-15-SN,PG1789,SAN BERNARDO,NUEVA ESPEJINO,LOS OLIVOS,LOS AROMOS,Nueva Espejino esq. / Los Aromos,341168.6,6279621.92,,,,12.5,15.67,1,G22I,L-30-82-15-SN|PG1789|G22I
paradas_frecuentes.151,POINT (341080.63759845356 6279900.84074849),9854,9854,L-30-41-2-SN,PG1785,SAN BERNARDO,MATEO DE TORO Y ZAMBRANO,CALLE TRES,CALLE 2,Mateo de Toro y Z. esq. / Calle 2,341080.64,6279900.87,,,,12.5,15.67,1,G22I,L-30-41-2-SN|PG1785|G22I
paradas_frecuentes.152,POINT (341379.7668545821 6280215.366809034),9524,9524,L-30-28-10-NS,PG977,SAN BERNARDO,GERARDO BESOAIN,RAMON LIBORIO CARVALLO,EUCALIPTUS,Gerardo Besoain esq. / Eucaliptus,341379.79493,6280215.31368,,,,16,15.33,2,G08R;G08vR,L-30-28-10-NS|PG977|G08R;G08vR
paradas_frecuentes.153,POINT (341462.23331651534 6280150.620280495),9525,9525,L-30-25-2-PO,PG1753,SAN BERNARDO,EUCALIPTUS,GERARDO BESOAIN,FREIRE,Eucaliptus esq. / Freire,341462.2425,6280150.6583,,,,16,15.33,2,G08R;G08vR,L-30-25-2-PO|PG1753|G08R;G08vR
paradas_frecuentes.154,POINT (341509.8259525038 6280151.849711027),2551,2551,T-30-247-OP-10,PG208,SAN BERNARDO,EUCALIPTUS,VICTORIA,FREIRE,Eucaliptus esq. / Freire,341509.8365,6280151.8375,,,,45,38.33,5,211R;211cR;211eR;G08I;G08vI,T-30-247-OP-10|PG208|211R;211cR;211eR;G08I;G08vI
paradas_frecuentes.155,POINT (341429.57335526904 6280408.52551211),9523,9523,L-30-28-5-NS,PG976,SAN BERNARDO,GERARDO BESOAIN,MAESTRANZA,ALFONSO DONOSO,Gerardo Besoain esq. / Alfonso Donoso,341429.5734,6280408.5255,,,,16,15.33,2,G08R;G08vR,L-30-28-5-NS|PG976|G08R;G08vR
paradas_frecuentes.156,POINT (341562.11162587535 6280414.262825528),2552,2552,T-30-248-SN-5,PG209,SAN BERNARDO,FREIRE,A. DONOSO,MAESTRANZA,Freire esq. / Maestranza,341562.1116,6280414.2628,,,,39,33,4,211R;211cR;G08I;G08vI,T-30-248-SN-5|PG209|211R;211cR;G08I;G08vI
paradas_frecuentes.157,POINT (341710.61784214864 6280042.578081664),9526,9526,L-30-25-5-PO,PG978,SAN BERNARDO,EUCALIPTUS,RAUL BRANEZ,BULNES,Eucaliptus esq. / Bulnes,341710.6112,6280042.5689,,,,16,15.33,2,G08R;G08vR,L-30-25-5-PO|PG978|G08R;G08vR
paradas_frecuentes.158,POINT (341733.640760955 6280053.49506131),2550,2550,T-30-247-OP-5,PG207,SAN BERNARDO,EUCALIPTUS,J. J. PEREZ,BULNES,Eucaliptus esq. / Bulnes,341733.64,6280053.5,,,,39,40,4,211R;211cI;G08I;G08vI,T-30-247-OP-5|PG207|211R;211cI;G08I;G08vI
paradas_frecuentes.159,POINT (341822.999374329 6279074.654084631),9491,9491,L-30-29-10-PO,PG923,SAN BERNARDO,GENERAL URRUTIA,PARQUE PUYEHUE,PARQUE CONGUILLIO,General Urrutia esq. / Parque Conguillio,341823.0092,6279074.6927,,,,11,8.33,1,G08I,L-30-29-10-PO|PG923|G08I
